GEMS.Station.Number_Sample.Date,pH,NO2N,NO3N,TP,O2-Dis,NH4N,TEMP,EC
IND02609_2021-02-22,8.315000000000001,0.23,2.28,0.47,6.64,0.05,25.8,705.5
IND02609_2021-03-22,8.51,0.08,0.54,0.37,5.67,0.05,25.4,458.0
IND02609_2021-04-21,8.605,0.26,1.5,0.31,5.67,0.07,28.5,597.0
IND02609_2021-05-21,8.350000000000001,0.05,1.13,0.33,5.96,0.11,29.9,500.5
IND02609_2021-06-21,8.01,0.05,1.35,0.04,5.57,0.11,28.5,418.5
IND02609_2021-07-22,8.405000000000001,0.03,2.89,0.02,7.17,0.11,27.4,486.0
IND02609_2021-08-21,7.835,0.03,4.15,0.02,5.69,0.09,27.8,185.5
IND02609_2021-11-01,8.16,0.11,1.55,0.39,7.49,0.05,17.2,489.0
IND02609_2021-11-02,8.42,0.16,1.6,0.43,7.04,0.05,25.1,499.0
IND02609_2021-11-05,8.435,0.51,1.1,0.28,5.71,0.07,29.3,499.0
IND02609_2021-11-06,8.105,0.04,1.42,0.05,6.84,0.12,29.4,528.5
IND02609_2021-11-08,7.915,0.03,3.05,0.03,5.68,0.08,25.6,186.5
IND02609_2021-12-03,8.33,0.0,1.44,0.36,5.78,0.04,24.4,515.5
IND02609_2021-12-04,8.620000000000001,0.2,1.6,0.32,5.82,0.07,27.4,507.5
IND02609_2021-12-07,8.635,0.04,2.73,0.03,6.89,0.11,27.7,355.0
IND02621_2021-06-21,7.76,0.01,3.7,0.02,8.7,0.11,22.0,254.5
IND02621_2021-07-21,7.8,0.05,0.64,0.02,8.9,0.09,30.0,240.0
IND02625_2021-06-01,6.865,0.0,1.0,0.08,6.9,0.05,22.2,168.75
IND02625_2021-06-11,6.765,0.0,3.0,0.04,6.9,0.04,22.2,182.3
IND02625_2021-06-21,6.52,0.02,2.8,0.01,6.9,0.04,21.2,180.6
IND02625_2021-07-01,6.6433333333333335,0.0,0.79,0.02,6.9,0.02,17.95,141.17666666666665
IND02625_2021-07-12,6.665,0.0,0.62,0.0,6.295,0.02,16.2,165.25
IND02625_2021-07-21,6.6000000000000005,0.03,0.64,0.0,5.8,0.02,15.3,107.17999999999999
IND02671_2020-02-03,8.4675,0.23,6.7,0.0,8.6,0.1205,19.5,580.5
IRL00005_2016-02-16,7.5,0.004,0.38,8.0,11.6,0.02,7.4,92.259
IRL00005_2016-03-21,7.7,0.004,0.26,8.2,12.4,0.02,7.4,94.068
IRL00005_2016-06-21,7.6,0.004,0.2,8.0,8.8,0.02,7.7,102.2085
IRL00005_2016-09-21,7.5,0.004,0.2,8.3,9.2,0.02,6.8,104.0175
IRL00005_2017-07-26,7.4,0.004,0.2,0.05,9.1,0.02,18.3,104.922
IRL00005_2017-10-18,7.7,0.004,0.2,0.074,9.4,0.026,12.1,107.6355
IRL00005_2018-07-24,7.7,0.004005487164,0.1998648836,0.019,9.35938864628821,0.02001480624,19.6,112.158
IRL00005_2018-10-23,7.1,0.004005487164,0.1998648836,0.033,9.346142649199418,0.11008143432,11.3,114.8715
IRL00005_2019-09-05,7.7,0.004005487164,0.19985585424,0.038,9.3,0.026019248112,14.7,113.0625
IRL00005_2020-07-13,7.9,0.004005487164,0.19985585424,0.039,9.8,0.02001480624,16.6,106.731
IRL00005_2021-07-15,7.2,0.004005487164,0.19985585424,0.03,8.3,0.036026651232,18.8,104.922
IRL00006_2013-02-28,5.0,0.01002896181,0.39953112128,0.015,12.4,0.01996045194,4.1,28.0
IRL00006_2013-03-25,5.2,0.01002896181,0.19976556064,0.015,13.4,0.02994067791,2.9,32.0
IRL00006_2013-04-08,5.0,0.01002896181,0.09988278032,0.015,12.6,0.02994067791,3.5,34.0
IRL00006_2013-11-18,5.2,0.004011584724,0.409519399312,0.013,10.8,0.027944632716,8.4,33.4665
IRL00006_2014-03-31,4.8,0.004011584724,0.19976556064,0.01,11.8,0.01996045194,6.5,38.8935
IRL00006_2014-04-24,5.0,0.004011584724,0.19976556064,0.01,11.1,0.01996045194,9.5,37.989
IRL00006_2014-07-14,5.8,0.004011584724,0.19976556064,0.01,9.0,0.022954519731,17.0,33.4665
IRL00006_2014-08-25,5.2,0.004011584724,0.19976556064,0.012,9.3,0.031936723104,14.2,32.562
IRL00006_2014-11-10,5.0,0.004011584724,0.19976556064,0.021,10.1,0.037924858686,11.0,32.562
IRL00006_2015-01-12,5.0,0.004,0.2,0.019,12.0,0.025,5.7,30.753
IRL00006_2015-02-16,5.0,0.004,0.2,0.018,12.4,0.021,3.8,30.753
IRL00006_2015-03-19,5.1,0.004,0.2,0.014,11.9,0.016,5.6,32.562
IRL00006_2015-04-09,5.2,0.004,0.2,0.013,11.5,0.016,8.6,32.562
IRL00006_2015-05-25,5.2,0.004,0.2,0.014,9.2,0.016,12.9,31.6575
IRL00006_2015-06-15,5.4,0.004,0.2,0.013,9.7,0.016,15.6,32.562
IRL00006_2015-07-20,5.6,0.004,0.2,0.013,9.4,0.021,15.2,34.371
IRL00006_2015-08-06,5.5,0.004,0.2,0.015,9.8,0.025,14.1,31.6575
IRL00006_2015-09-28,5.4,0.004,0.2,0.017,9.5,0.023,13.0,31.6575
IRL00006_2015-10-19,5.4,0.004,0.2,0.019,9.0,0.029,11.5,32.562
IRL00006_2016-02-18,5.2,0.004,0.2,0.013,12.2,0.02,5.9,28.0395
IRL00006_2016-04-04,5.2,0.004,0.2,0.01,11.6,0.022,7.6,27.135
IRL00006_2016-07-21,5.9,0.004,0.2,0.017,9.0,0.029,19.0,28.944
IRL00006_2016-08-08,5.4,0.004,0.2,0.01,9.2,0.029,16.3,28.944
IRL00006_2016-10-10,5.1,0.004,0.2,0.012,9.8,0.031,13.0,28.944
IRL00006_2016-11-07,5.0,0.004,0.2,0.017,10.2,0.044,8.3,29.8485
IRL00006_2017-03-14,5.0,0.004,0.2,0.013,16.7,0.02,6.4,33.4665
IRL00006_2017-04-11,5.2,0.004,0.2,0.023,12.0,0.02,8.3,32.562
IRL00006_2017-07-11,5.3,0.004,0.2,0.021,8.9,0.033,17.0,31.6575
IRL00006_2017-08-08,5.9,0.004,0.2,0.011,9.5,0.027,16.1,29.8485
IRL00006_2017-10-03,5.5,0.004,0.2,0.015,10.6,0.037,11.7,32.562
IRL00006_2017-11-07,5.5,0.004,0.2,0.016,12.0,0.031,10.0,34.371
IRL00006_2018-01-16,5.4,0.004005487164,0.329762159496,0.015,11.984848484848484,0.029021469048,4.5,33.4665
IRL00006_2018-02-13,5.6,0.004005487164,0.1998648836,0.01,11.978787878787879,0.02001480624,3.9,33.4665
IRL00006_2018-03-21,5.0,0.004005487164,0.1998648836,0.013,11.970995670995672,0.029021469048,3.9,40.7025
IRL00006_2018-04-03,5.1,0.004005487164,0.1998648836,0.01,11.968181818181819,0.028020728736,5.3,40.7025
IRL00006_2018-05-15,5.8,0.004005487164,0.1998648836,0.01,11.959090909090909,0.02001480624,12.4,38.8935
IRL00006_2018-06-12,6.0,0.004005487164,0.1998648836,0.01,11.953030303030303,0.02001480624,18.1,37.989
IRL00006_2018-07-24,6.1,0.004005487164,0.1998648836,0.01,11.943939393939393,0.03002220936,18.9,38.8935
IRL00006_2018-08-21,5.9,0.004005487164,0.1998648836,0.01,11.937878787878788,0.036026651232,17.9,38.8935
IRL00006_2018-09-25,5.6,0.004005487164,0.1998648836,0.01,11.93030303030303,0.027019988424,11.9,37.989
IRL00006_2018-10-24,6.4,0.004005487164,0.1998648836,0.014,11.924025974025975,0.031022949672,10.4,39.798
IRL00006_2018-11-13,5.4,0.004005487164,0.1998648836,0.016,11.91969696969697,0.027019988424,8.6,39.798
IRL00006_2018-12-18,5.0,0.004005487164,0.1998648836,0.014,11.912121212121212,0.038028131856,6.4,39.798
IRL00006_2019-02-12,4.8,0.004005487164,0.19985585424,0.012,11.9,0.02001480624,5.3,36.18
IRL00006_2019-03-12,5.0,0.004005487164,0.789430624248,0.015,12.4,0.04002961248,5.5,37.989
IRL00006_2019-04-24,4.9,0.004005487164,0.19985585424,0.012,10.8,0.02001480624,10.6,35.2755
IRL00006_2019-07-23,5.8,0.004005487164,0.19985585424,0.012,9.0,0.032023689984,17.0,34.371
IRL00006_2019-08-20,5.0,0.004005487164,0.19985585424,0.014,9.2,0.039028872168,14.8,33.4665
IRL00006_2019-11-05,5.7,0.004005487164,0.19985585424,0.018,9.5,0.037027391544,9.2,32.562
IRL00006_2020-02-11,5.0,0.004005487164,0.19985585424,0.016,10.6,0.029021469048,5.5,31.6575
IRL00006_2020-03-10,4.8,0.004005487164,0.19985585424,0.012,11.7,0.02001480624,6.6,31.6575
IRL00006_2020-07-21,5.4,0.004005487164,0.19985585424,0.019,9.3,0.084062186208,16.5,31.6575
IRL00006_2020-08-18,5.8,0.004005487164,0.19985585424,0.014,8.0,0.04503331404,23.3,32.562
IRL00006_2020-11-03,6.3,0.004005487164,0.19985585424,0.019,11.4,0.039028872168,9.2,32.562
IRL00006_2021-01-21,5.5,0.004005487164,0.19985585424,0.012,12.3,0.02001480624,3.5,26.2305
IRL00006_2021-02-17,5.0,0.004005487164,0.19985585424,0.01,12.8,0.02001480624,4.6,32.562
IRL00006_2021-03-25,5.5,0.004005487164,0.19985585424,0.012,11.8,0.02001480624,6.8,27.135
IRL00006_2021-04-29,5.5,0.004005487164,0.19985585424,0.011,11.0,0.02001480624,9.5,27.135
IRL00006_2021-05-19,5.5,0.004005487164,0.19985585424,0.012,11.0,0.02001480624,10.3,28.0395
IRL00006_2021-06-16,5.6,0.004005487164,0.19985585424,0.011,9.3,0.02001480624,16.6,27.135
IRL00006_2021-07-22,5.8,0.004005487164,0.19985585424,0.01,8.6,0.02001480624,24.2,28.944
IRL00006_2021-08-26,5.9,0.004005487164,0.19985585424,0.012,9.1,0.02001480624,17.4,28.0395
IRL00006_2021-09-15,5.8,0.004005487164,0.19985585424,0.018,9.3,0.02001480624,16.6,28.0395
IRL00006_2021-10-28,7.0,0.004005487164,0.19985585424,0.018,10.3,0.02001480624,12.3,29.8485
IRL00006_2021-11-17,6.2,0.004005487164,0.19985585424,0.023,10.2,0.033024430296,9.8,30.753
IRL00006_2021-12-15,5.8,0.004005487164,0.19985585424,0.02,11.5,0.036026651232,6.2,29.8485
IRL00007_2013-02-28,5.1,0.01002896181,0.09988278032,0.015,12.2,0.01996045194,4.2,30.0
IRL00007_2013-03-25,5.1,0.01002896181,0.19976556064,0.015,16.6,0.02994067791,3.6,32.0
IRL00007_2013-04-08,5.3,0.01002896181,0.19976556064,0.015,12.5,0.02994067791,3.8,34.0
IRL00007_2013-08-06,6.3,0.01002896181,1.19859336384,0.01,9.2,0.00998022597,17.5,34.0
IRL00007_2014-02-19,4.7,0.004011584724,0.19976556064,0.011,11.8,0.01996045194,5.8,43.416
IRL00007_2014-03-31,4.8,0.004011584724,0.19976556064,0.01,11.7,0.01996045194,6.7,41.607
IRL00007_2014-04-24,4.8,0.004011584724,0.19976556064,0.01,11.0,0.01996045194,10.2,40.7025
IRL00007_2014-07-14,5.6,0.004011584724,0.19976556064,0.011,9.0,0.020958474537,17.7,36.18
IRL00007_2014-08-25,5.2,0.004011584724,0.19976556064,0.011,9.2,0.034930790895,14.3,34.371
IRL00007_2014-11-10,5.0,0.004011584724,0.19976556064,0.019,8.5,0.050899152447,11.3,35.2755
IRL00007_2015-01-12,4.9,0.004,0.2,0.018,11.8,0.03,5.8,32.562
IRL00007_2015-02-16,5.0,0.004,0.2,0.015,12.4,0.028,4.0,33.4665
IRL00007_2015-03-19,4.9,0.004,0.2,0.014,12.0,0.019,5.5,34.371
IRL00007_2015-04-09,5.0,0.004,0.2,0.014,11.6,0.016,8.1,35.2755
IRL00007_2015-05-05,5.0,0.004,0.2,0.013,10.9,0.016,9.0,34.371
IRL00007_2015-06-15,5.3,0.004,0.2,0.01,9.8,0.016,14.9,33.4665
IRL00007_2015-07-20,5.5,0.004,0.2,0.011,9.3,0.017,15.3,34.371
IRL00007_2015-08-06,5.3,0.004,0.2,0.01,9.5,0.024,15.4,33.4665
IRL00007_2015-09-28,5.2,0.004,0.2,0.013,9.4,0.023,13.2,33.4665
IRL00007_2015-10-19,5.3,0.004,0.2,0.014,9.3,0.034,10.2,33.4665
IRL00007_2016-02-18,5.7,0.004,0.2,0.01,11.9,0.022,5.8,31.6575
IRL00007_2016-04-04,5.6,0.004,0.2,0.011,11.5,0.036,7.9,30.753
IRL00007_2016-07-21,5.6,0.004,0.2,0.013,8.8,0.029,19.8,29.8485
IRL00007_2016-08-08,6.4,0.004,0.2,0.01,9.1,0.027,16.2,29.8485
IRL00007_2016-10-10,4.9,0.004,0.2,0.012,9.8,0.022,13.1,29.8485
IRL00007_2016-11-07,5.1,0.004,0.2,0.012,10.1,0.034,9.0,30.753
IRL00007_2017-03-14,5.3,0.004,1.899,0.011,12.2,0.029,6.7,35.2755
IRL00007_2017-04-11,5.4,0.004,0.2,0.024,11.8,0.02,8.5,35.2755
IRL00007_2017-07-11,5.5,0.004,0.2,0.012,8.9,0.027,17.7,33.4665
IRL00007_2017-08-08,5.9,0.004,0.2,0.01,8.8,0.037,16.4,25.326
IRL00007_2017-10-03,5.5,0.004,0.2,0.015,10.3,0.025,12.2,32.562
IRL00007_2017-11-07,5.3,0.004,0.2,0.014,12.2,0.033,10.2,35.2755
IRL00007_2018-01-16,5.5,0.004005487164,0.409704501192,0.013,12.139393939393939,0.022016286864,4.3,39.798
IRL00007_2018-02-13,5.7,0.004005487164,0.1998648836,0.01,12.115151515151515,0.024017767488,4.2,36.18
IRL00007_2018-03-21,5.0,0.004005487164,0.2498198178,0.015,12.083982683982684,0.034025170608,5.3,41.607
IRL00007_2018-04-03,5.2,0.004005487164,0.1998648836,0.011,12.072727272727272,0.027019988424,4.3,40.7025
IRL00007_2018-05-15,5.4,0.004005487164,0.1998648836,0.01,12.036363636363637,0.02001480624,12.2,38.8935
IRL00007_2018-06-12,6.0,0.004005487164,0.1998648836,0.01,12.012121212121212,0.024017767488,18.8,39.798
IRL00007_2018-07-24,5.9,0.004005487164,0.1998648836,0.01,11.975757575757576,0.038028131856,19.6,39.798
IRL00007_2018-08-21,5.8,0.004005487164,0.1998648836,0.01,11.951515151515151,0.038028131856,18.8,40.7025
IRL00007_2018-09-25,5.8,0.004005487164,0.1998648836,0.01,11.921212121212122,0.03502591092,12.5,39.798
IRL00007_2018-10-24,7.5,0.004005487164,0.869372965944,0.01,11.896103896103897,0.024017767488,10.5,40.7025
IRL00007_2018-11-13,6.0,0.004005487164,0.239827025088,0.017,11.878787878787879,0.03502591092,8.1,43.416
IRL00007_2018-12-18,5.2,0.004005487164,0.439682879328,0.014,11.84848484848485,0.043031833416,6.8,43.416
IRL00007_2019-02-12,4.5,0.004005487164,0.239827025088,0.014,11.8,0.034025170608,4.9,39.798
IRL00007_2019-03-12,4.9,0.004005487164,0.19985585424,0.013,12.3,0.03002220936,5.5,40.7025
IRL00007_2019-04-24,5.4,0.004005487164,0.19985585424,0.012,11.0,0.0250185078,9.9,37.989
IRL00007_2019-07-23,5.5,0.004005487164,0.19985585424,0.01,8.8,0.028020728736,18.5,36.18
IRL00007_2019-08-20,4.8,0.004005487164,0.19985585424,0.013,9.5,0.031022949672,14.9,34.371
IRL00007_2019-11-05,5.9,0.004005487164,0.19985585424,0.015,7.9,0.052038496224,8.7,37.0845
IRL00007_2020-02-11,5.1,0.004005487164,0.19985585424,0.014,11.1,0.028020728736,5.6,34.371
IRL00007_2020-03-10,5.4,0.004005487164,0.339754952208,0.01,11.3,0.02001480624,7.9,37.989
IRL00007_2020-07-21,5.2,0.004005487164,0.19985585424,0.01,9.6,0.02001480624,16.6,33.4665
IRL00007_2020-08-18,5.3,0.004005487164,0.19985585424,0.01,7.8,0.032023689984,24.2,33.4665
IRL00007_2020-11-03,6.5,0.004005487164,0.219841439664,0.018,10.7,0.038028131856,9.5,33.4665
IRL00007_2021-01-21,5.3,0.004005487164,0.219841439664,0.017,12.0,0.027019988424,4.4,32.562
IRL00007_2021-02-17,5.8,0.004005487164,0.34974774492,0.01,12.3,0.02001480624,5.0,36.18
IRL00007_2021-03-25,5.9,0.004005487164,0.239827025088,0.01,11.9,0.02001480624,7.0,36.18
IRL00007_2021-04-29,5.3,0.004005487164,0.19985585424,0.01,11.0,0.02001480624,10.0,31.6575
IRL00007_2021-05-19,5.3,0.004005487164,0.19985585424,0.01,11.3,0.02001480624,10.6,31.6575
IRL00007_2021-06-16,6.1,0.004005487164,0.19985585424,0.01,9.2,0.02001480624,16.2,30.753
IRL00007_2021-07-22,5.8,0.004005487164,0.19985585424,0.011,8.5,0.05504071716,24.0,30.753
IRL00007_2021-08-26,5.4,0.004005487164,0.19985585424,0.012,9.0,0.02001480624,18.5,28.944
IRL00007_2021-09-15,5.7,0.004005487164,0.19985585424,0.013,8.8,0.027019988424,17.4,29.8485
IRL00007_2021-10-28,6.5,0.004005487164,0.19985585424,0.011,9.8,0.036026651232,12.2,29.8485
IRL00007_2021-11-17,5.6,0.004005487164,0.19985585424,0.016,10.2,0.88065147456,9.8,31.6575
IRL00007_2021-12-15,5.2,0.004005487164,0.19985585424,0.018,11.3,0.034025170608,6.1,30.753
IRL00008_2013-02-28,5.0,0.01002896181,0.09988278032,0.015,12.3,0.02994067791,4.4,30.0
IRL00008_2013-03-25,4.9,0.01002896181,0.19976556064,0.015,14.9,0.02994067791,3.2,33.0
IRL00008_2013-04-08,5.2,0.01002896181,0.19976556064,0.015,12.4,0.02994067791,4.0,34.0
IRL00008_2013-08-06,6.2,0.01002896181,0.09988278032,0.01,9.2,0.00998022597,17.2,35.0
IRL00008_2014-02-19,4.6,0.004011584724,0.19976556064,0.011,11.8,0.01996045194,5.1,43.416
IRL00008_2014-03-31,4.8,0.004011584724,0.19976556064,0.01,11.8,0.01996045194,6.7,40.7025
IRL00008_2014-04-24,5.0,0.004011584724,0.2497069508,0.01,10.9,0.01996045194,10.2,39.798
IRL00008_2014-07-14,5.7,0.004011584724,0.19976556064,0.01,8.8,0.020958474537,18.1,36.18
IRL00008_2014-08-25,5.2,0.004011584724,0.19976556064,0.012,9.2,0.034930790895,14.5,33.4665
IRL00008_2014-11-10,5.0,0.004011584724,0.19976556064,0.017,8.4,0.052895197641,11.2,35.2755
IRL00008_2015-01-12,4.9,0.004,0.2,0.017,11.7,0.029,5.8,32.562
IRL00008_2015-02-16,5.0,0.004,0.2,0.016,12.3,0.029,4.3,33.4665
IRL00008_2015-03-19,4.9,0.004,0.2,0.013,11.9,0.024,5.5,34.371
IRL00008_2015-04-09,5.0,0.004,0.2,0.013,11.7,0.016,7.8,35.2755
IRL00008_2015-05-05,5.0,0.004,0.2,0.016,11.1,0.016,9.1,34.371
IRL00008_2015-06-15,5.2,0.004,0.054,0.01,9.7,0.016,15.4,33.4665
IRL00008_2015-07-20,5.4,0.004,0.2,0.011,9.5,0.021,16.0,34.371
IRL00008_2015-08-06,5.3,0.004,0.2,0.01,9.6,0.019,15.2,33.4665
IRL00008_2015-09-28,5.2,0.004,0.2,0.014,9.4,0.023,13.2,32.562
IRL00008_2015-10-19,5.3,0.004,0.2,0.014,9.2,0.03,10.6,33.4665
IRL00008_2016-02-18,5.6,0.004,0.2,0.014,12.1,0.021,5.6,29.8485
IRL00008_2016-04-04,5.3,0.004,0.2,0.016,11.7,0.022,7.9,29.8485
IRL00008_2016-07-21,5.6,0.004,0.2,0.015,8.8,0.028,19.7,29.8485
IRL00008_2016-08-08,5.8,0.004,0.2,0.011,9.0,0.026,16.1,29.8485
IRL00008_2016-10-10,4.9,0.004,0.2,0.011,9.8,0.022,13.0,29.8485
IRL00008_2016-11-07,5.1,0.004,0.2,0.013,9.7,0.036,8.8,30.753
IRL00008_2017-03-14,4.9,0.004,0.2,0.011,14.4,0.022,6.4,36.18
IRL00008_2017-04-11,5.1,0.004,0.2,0.027,11.8,0.02,8.4,35.2755
IRL00008_2017-07-11,5.2,0.004,0.2,0.018,9.4,0.031,17.9,33.4665
IRL00008_2017-08-08,6.1,0.004,0.2,0.01,8.8,0.031,17.0,30.753
IRL00008_2017-10-03,5.4,0.004,0.2,0.015,10.3,0.026,12.2,32.562
IRL00008_2017-11-07,5.9,0.004,0.2,0.015,12.6,0.031,9.4,35.2755
IRL00008_2018-01-16,5.4,0.004005487164,0.639538733568,0.012,12.478787878787879,0.023017027176,4.8,44.3205
IRL00008_2018-02-13,5.5,0.004005487164,0.1998648836,0.01,12.43030303030303,0.033024430296,4.0,36.18
IRL00008_2018-03-21,5.3,0.004005487164,1.4989189068,0.01,12.367965367965368,0.032023689984,3.6,56.9835
IRL00008_2018-04-03,5.0,0.004005487164,0.1998648836,0.01,12.345454545454546,0.0250185078,4.4,39.798
IRL00008_2018-05-15,5.6,0.004005487164,0.1998648836,0.01,12.272727272727273,0.02001480624,12.4,40.7025
IRL00008_2018-06-12,6.0,0.004005487164,0.1998648836,0.01,12.224242424242425,0.029021469048,17.6,40.7025
IRL00008_2018-07-24,5.8,0.004005487164,0.1998648836,0.01,12.151515151515152,0.038028131856,19.5,39.798
IRL00008_2018-08-21,5.8,0.004005487164,0.1998648836,0.01,12.103030303030303,0.032023689984,18.8,39.798
IRL00008_2018-09-25,5.5,0.004005487164,0.1998648836,0.01,12.042424242424243,0.04002961248,12.5,39.798
IRL00008_2018-10-24,6.8,0.004005487164,0.1998648836,0.01,11.992207792207793,0.042031093104,10.5,41.607
IRL00008_2018-11-13,5.8,0.004005487164,0.29978378136,0.01,11.957575757575759,0.033024430296,8.1,42.5115
IRL00008_2018-12-18,5.3,0.004005487164,0.489646842888,0.014,11.896969696969698,0.046034054352,6.8,44.3205
IRL00008_2019-02-12,4.5,0.004005487164,0.19985585424,0.014,11.8,0.032023689984,4.9,39.798
IRL00008_2019-03-12,5.2,0.004005487164,0.79942341696,0.011,11.1,0.024017767488,6.0,46.1295
IRL00008_2019-04-24,4.9,0.004005487164,0.19985585424,0.01,10.8,0.02001480624,9.9,37.989
IRL00008_2019-07-23,5.5,0.004005487164,0.19985585424,0.01,9.3,0.029021469048,18.5,37.0845
IRL00008_2019-08-20,4.7,0.004005487164,0.19985585424,0.013,9.4,0.0232947,14.9,34.371
IRL00008_2019-11-05,6.4,0.004005487164,0.19985585424,0.014,8.1,0.046034054352,8.7,35.2755
IRL00008_2020-02-11,5.4,0.004005487164,0.84938738052,0.013,10.9,0.028020728736,5.5,34.371
IRL00008_2020-03-10,4.9,0.004005487164,0.19985585424,0.01,11.5,0.02001480624,7.7,35.2755
IRL00008_2020-07-21,5.2,0.004005487164,0.19985585424,0.01,9.6,0.022016286864,16.6,33.4665
IRL00008_2020-08-18,5.4,0.004005487164,0.19985585424,0.01,7.8,0.037027391544,24.6,33.4665
IRL00008_2020-11-03,6.4,0.004005487164,0.19985585424,0.017,10.6,0.033024430296,9.5,35.2755
IRL00008_2021-01-21,5.1,0.004005487164,0.19985585424,0.025,12.1,0.021015546552,4.2,29.8485
IRL00008_2021-02-17,5.6,0.004005487164,0.289790988648,0.032,12.2,0.02001480624,5.0,36.18
IRL00008_2021-03-25,5.9,0.004005487164,0.409704501192,0.01,11.9,0.02001480624,7.0,32.562
IRL00008_2021-04-29,5.3,0.004005487164,0.19985585424,0.01,11.1,0.02001480624,9.9,32.562
IRL00008_2021-05-19,5.4,0.004005487164,0.19985585424,0.01,10.9,0.02001480624,10.6,30.753
IRL00008_2021-06-16,6.6,0.004005487164,0.19985585424,0.01,9.2,0.026019248112,16.2,31.6575
IRL00008_2021-07-22,5.7,0.004005487164,0.19985585424,0.01,8.3,0.0250185078,24.0,29.8485
IRL00008_2021-08-26,5.3,0.004005487164,0.19985585424,0.01,9.1,0.02001480624,17.6,28.944
IRL00008_2021-09-15,5.4,0.004005487164,0.19985585424,0.01,8.9,0.026019248112,17.5,28.944
IRL00008_2021-10-28,6.2,0.004005487164,0.19985585424,0.011,9.8,0.02001480624,12.4,29.8485
IRL00008_2021-11-17,5.7,0.004005487164,0.19985585424,0.017,10.0,0.03002220936,9.7,31.6575
IRL00008_2021-12-15,5.2,0.004005487164,0.19985585424,0.019,11.3,0.037027391544,6.1,29.8485
IRL00009_2016-03-09,7.7,0.004,0.879,0.071,10.9,0.023,4.8,161.9055
IRL00009_2016-04-06,8.2,0.004,0.799,0.027,11.6,0.02,7.9,164.619
IRL00009_2016-05-04,7.9,0.004,0.51,0.023,10.8,0.033,10.4,170.9505
IRL00009_2016-06-08,8.8,0.008,0.5,0.023,9.6,0.042,20.2,179.091
IRL00009_2016-07-06,7.8,0.005,0.2,0.018,9.2,0.02,16.6,181.8045
IRL00009_2016-08-03,7.9,0.005,0.2,0.049,8.0,0.047,18.0,198.99
IRL00009_2016-09-29,7.8,0.004,0.2,0.04,8.5,0.025,15.0,194.4675
IRL00009_2016-10-04,7.8,0.004,0.2,0.025,8.5,0.02,13.9,194.4675
IRL00009_2016-11-07,7.8,0.004,0.3,0.05,9.3,0.02,9.6,200.799
IRL00009_2016-12-06,7.7,0.004,0.47,0.059,10.1,0.02,6.6,205.3215
IRL00009_2017-04-06,8.2,0.004,0.849,0.038,12.9,0.02,11.1,208.9395
IRL00009_2017-06-06,8.2,0.004,0.5,0.024,9.5,0.024,16.0,211.653
IRL00009_2017-07-18,9.0,0.004,0.2,0.033,11.3,0.02,19.0,215.271
IRL00009_2017-09-12,7.7,0.004,0.2,0.037,8.6,0.062,15.2,220.698
IRL00009_2018-03-21,7.8,0.004005487164,0.879365758656,0.054,9.51566265060241,0.024017767488,4.2,183.6135
IRL00009_2018-05-09,7.8,0.004205761522,0.359740537632,0.023,9.751807228915663,0.02001480624,12.7,189.945
IRL00009_2018-06-19,7.9,0.017323731984,0.269805403224,0.025,9.949397590361446,0.02001480624,16.4,198.99
IRL00009_2018-09-11,7.7,0.004005487164,0.1998648836,0.023,10.35421686746988,0.057042197784,15.5,206.226
IRL00009_2019-01-23,7.5,0.004005487164,2.498198178,0.054,11.0,0.02001480624,5.7,222.507
IRL00009_2019-02-21,7.7,0.005106996134,2.498198178,0.047,12.3,0.02001480624,5.9,220.698
IRL00009_2019-03-21,7.5,0.004636351392,2.498198178,0.048,12.2,0.02001480624,7.7,215.271
IRL00009_2019-05-14,7.7,0.008922222658,2.498198178,0.02,10.1,0.022016286864,12.3,207.1305
IRL00009_2019-05-28,7.8,0.011716049955,1.29906305256,0.019,9.4,0.046034054352,14.5,208.9395
IRL00009_2019-06-27,9.1,0.004005487164,0.619553148144,0.045,12.2,0.02001480624,17.9,211.653
IRL00009_2019-07-18,8.3,0.016422497372,0.44967567204,0.021,8.4,0.039028872168,18.6,207.1305
IRL00009_2019-08-14,8.2,0.017624143522,0.279798195936,0.024,8.0,0.02001480624,18.2,207.1305
IRL00009_2019-09-26,7.7,0.004676406264,0.759452246112,0.042,7.2,0.02001480624,15.4,205.3215
IRL00009_2019-10-17,7.5,0.004005487164,0.619553148144,0.056,7.3,0.054039976848,11.9,204.417
IRL00009_2019-11-07,7.7,0.006829355615,0.7494594534,0.097,8.5,0.051037755912,9.1,194.4675
IRL00009_2019-12-17,7.6,0.004005487164,1.59884683392,0.072,9.6,0.02001480624,5.0,191.754
IRL00010_2016-01-27,7.8,0.004,0.2,0.022,11.9,0.02,7.0,138.3885
IRL00010_2016-02-15,7.8,0.004,0.2,0.025,12.3,0.02,4.8,142.0065
IRL00010_2016-03-21,7.9,0.004,0.2,0.02,12.9,0.02,4.1,146.529
IRL00010_2016-04-12,7.7,0.004,0.2,0.021,12.0,0.02,7.3,148.338
IRL00010_2016-05-09,7.9,0.004,0.2,0.017,11.5,0.02,11.4,168.237
IRL00010_2016-06-14,7.7,0.004,0.2,0.013,9.0,0.044,18.7,153.765
IRL00010_2016-08-15,8.0,0.004,0.41,0.014,9.8,0.02,16.1,179.091
